"Verdict","Scope","Tab","BibleRow","Style","BiblePrice","CodePrice","PerkName","BibleSkillRequirements","CodeRequirements","BibleCharacterType","BibleType","BiblePrimaryStat","BibleSecondaryStat","BibleScalingSource","BibleCrossSkill","BibleFP","BibleSTM","BibleCastingTime","BibleCooldownTime","BibleDevStatus","BibleAdditionalRequirements","BibleNotes","BibleDescription","CodeDescription","CodePerk","GrantedFeats","AbilityEvidence","FeatDescriptionEvidence","SpellDescriptionEvidence","Findings"
"PASS","Scoped implemented","Vibroknife","12","Shadow","2.0","2","Virulent Blade I","Vibroknife 10","Vibroknife 10","All","Combat","MGT","PER","Combat Formula","Yes","-","4.0","Queued","30 seconds","Implemented","","","Deals weapon DMG + 9. Inflicts Venom for 30 seconds.","Deals weapon DMG + 9. Inflicts Venom for 30 seconds.","VirulentBlade/VibroknifeShadow/Virulent Blade rank 1","VirulentBlade1","VirulentBlade1: VirulentBladeAbilityDefinition.cs name='Virulent Blade I' level=1 skill=Vibroknife activation=Weapon FP=- STM=4 cast=0 cooldown=30","VirulentBlade1: PASS exact Bible text TLK 5970","VirulentBlade1: PASS exact Bible text TLK 5970",""
"PASS","Scoped implemented","Vibroknife","13","Shadow","2.0","2","Pathogen Strike II","Vibroknife 12","Vibroknife 12","All","Combat","MGT","PER","Combat Formula","Yes","-","4.0","Queued","12 seconds","Implemented","","","Deals weapon DMG + 12. Extends your Venom and Infection effects on the target by 4 seconds.","Deals weapon DMG + 12. Extends your Venom and Infection effects on the target by 4 seconds.","PathogenStrike/VibroknifeShadow/Pathogen Strike rank 2","PathogenStrike2","PathogenStrike2: PathogenStrikeAbilityDefinition.cs name='Pathogen Strike II' level=2 skill=Vibroknife activation=Weapon FP=- STM=4 cast=0 cooldown=12","PathogenStrike2: PASS exact Bible text TLK 5971","PathogenStrike2: PASS exact Bible text TLK 5971",""
"PASS","Scoped implemented","Vibroknife","14","Shadow","4.0","4","Infection","Vibroknife 15","Vibroknife 15","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Successfully landing an attack or hostile combat ability on a target affected by your Venom applies a stack of Infection. Infection deals 2 Poison DMG per stack every 6 seconds, max 5 stacks. Stacks last 18 seconds.","Successfully landing an attack or hostile combat ability on a target affected by your Venom applies a stack of Infection. Infection deals 2 Poison DMG per stack every 6 seconds, max 5 stacks. Stacks last 18 seconds.","Infection/VibroknifeShadow/Infection rank 1","InfectionTrait","InfectionTrait: no active ability definition","InfectionTrait: PASS exact Bible text TLK 5979","-",""
"PASS","Scoped implemented","Vibroknife","15","Shadow","3.0","3","Volatile Compound I","Vibroknife 18","Vibroknife 18","All","Combat","MGT","PER","Combat Formula","Yes","-","6.0","Instant","45 seconds","Implemented","","","Deals weapon DMG + 20 and inflicts -15 Poison Resistance for 30 seconds.","Deals weapon DMG + 20 and inflicts -15 Poison Resistance for 30 seconds.","VolatileCompound/VibroknifeShadow/Volatile Compound rank 1","VolatileCompound1","VolatileCompound1: VolatileCompoundAbilityDefinition.cs name='Volatile Compound I' level=1 skill=Vibroknife activation=Casted FP=- STM=6 cast=0 cooldown=45","VolatileCompound1: PASS exact Bible text TLK 5936","VolatileCompound1: PASS exact Bible text TLK 5936",""
"PASS","Scoped implemented","Vibroknife","16","Shadow","4.0","4","Assassin's Stance","Vibroknife 20","Vibroknife 20","All","Stance","None","None","None","Yes","-","-","2 seconds","30 seconds","Implemented","","","While active, grants +20% Poison Damage, but reduces Attack by 10%.","While active, grants +20% Poison Damage, but reduces Attack by 10%.","AssassinsStance/VibroknifeShadow/Assassin's Stance rank 1","AssassinsStance1","AssassinsStance1: AssassinsStanceAbilityDefinition.cs name='Assassin's Stance' level=1 skill=Vibroknife activation=Casted FP=- STM=- cast=2 cooldown=30","AssassinsStance1: PASS exact Bible text TLK 5938","AssassinsStance1: PASS exact Bible text TLK 5938",""
"PASS","Scoped implemented","Vibroknife","17","Shadow","4.0","4","Debilitate II","Vibroknife 22","Vibroknife 22","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Your hostile combat abilities deal +8 DMG to targets affected by your Venom.","Your hostile combat abilities deal +8 DMG to targets affected by your Venom.","Debilitate/VibroknifeShadow/Debilitate rank 2","","-","-","-",""
"PASS","Scoped implemented","Vibroknife","18","Shadow","4.0","4","Venom Tempo","Vibroknife 25","Vibroknife 25","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","After successfully landing a hostile combat ability, your next auto-attack comes out instantly.","After successfully landing a hostile combat ability, your next auto-attack comes out instantly.","VenomTempo/VibroknifeShadow/Venom Tempo rank 1","VenomTempoTrait","VenomTempoTrait: no active ability definition","VenomTempoTrait: PASS exact Bible text TLK 5917","-",""
"PASS","Scoped implemented","Vibroknife","19","Shadow","3.0","3","Pathogen Strike III","Vibroknife 28","Vibroknife 28","All","Combat","MGT","PER","Combat Formula","Yes","-","5.0","Queued","12 seconds","Implemented","","","Deals weapon DMG + 16. Extends your Venom and Infection effects on the target by 6 seconds.","Deals weapon DMG + 16. Extends your Venom and Infection effects on the target by 6 seconds.","PathogenStrike/VibroknifeShadow/Pathogen Strike rank 3","PathogenStrike3","PathogenStrike3: PathogenStrikeAbilityDefinition.cs name='Pathogen Strike III' level=3 skill=Vibroknife activation=Weapon FP=- STM=5 cast=0 cooldown=12","PathogenStrike3: PASS exact Bible text TLK 5972","PathogenStrike3: PASS exact Bible text TLK 5972",""
"PASS","Scoped implemented","Vibroknife","20","Shadow","4.0","4","Virulent Blade II","Vibroknife 30","Vibroknife 30","All","Combat","MGT","PER","Combat Formula","Yes","-","6.0","Queued","30 seconds","Implemented","","","Deals weapon DMG + 12. Inflicts Venom for 30 seconds.","Deals weapon DMG + 12. Inflicts Venom for 30 seconds.","VirulentBlade/VibroknifeShadow/Virulent Blade rank 2","VirulentBlade2","VirulentBlade2: VirulentBladeAbilityDefinition.cs name='Virulent Blade II' level=2 skill=Vibroknife activation=Weapon FP=- STM=6 cast=0 cooldown=30","VirulentBlade2: PASS exact Bible text TLK 5973","VirulentBlade2: PASS exact Bible text TLK 5973",""
"PASS","Scoped implemented","Vibroknife","21","Shadow","3.0","3","Volatile Compound II","Vibroknife 32","Vibroknife 32","All","Combat","MGT","PER","Combat Formula","Yes","-","8.0","Instant","45 seconds","Implemented","","","Deals weapon DMG + 30 and inflicts -25 Poison Resistance for 30 seconds.","Deals weapon DMG + 30 and inflicts -25 Poison Resistance for 30 seconds.","VolatileCompound/VibroknifeShadow/Volatile Compound rank 2","VolatileCompound2","VolatileCompound2: VolatileCompoundAbilityDefinition.cs name='Volatile Compound II' level=2 skill=Vibroknife activation=Casted FP=- STM=8 cast=0 cooldown=45","VolatileCompound2: PASS exact Bible text TLK 5944","VolatileCompound2: PASS exact Bible text TLK 5944",""
"PASS","Scoped implemented","Vibroknife","22","Shadow","2.0","2","Propagation","Vibroknife 35","Vibroknife 35","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Every third auto-attack on a target affected by your Venom deals an additional +15 Poison DMG.","Every third auto-attack on a target affected by your Venom deals an additional +15 Poison DMG.","Propagation/VibroknifeShadow/Propagation rank 1","PropagationTrait","PropagationTrait: no active ability definition","PropagationTrait: PASS exact Bible text TLK 5980","-",""
"PASS","Scoped implemented","Vibroknife","23","Shadow","4.0","4","Virulent Blade III","Vibroknife 38","Vibroknife 38","All","Combat","MGT","PER","Combat Formula","Yes","-","8.0","Queued","30 seconds","Implemented","","","Deals weapon DMG + 16. Inflicts Venom for 30 seconds.","Deals weapon DMG + 16. Inflicts Venom for 30 seconds.","VirulentBlade/VibroknifeShadow/Virulent Blade rank 3","VirulentBlade3","VirulentBlade3: VirulentBladeAbilityDefinition.cs name='Virulent Blade III' level=3 skill=Vibroknife activation=Weapon FP=- STM=8 cast=0 cooldown=30","VirulentBlade3: PASS exact Bible text TLK 5974","VirulentBlade3: PASS exact Bible text TLK 5974",""
"PASS","Scoped implemented","Vibroknife","24","Shadow","5.0","5","Pathogen Strike IV","Vibroknife 40","Vibroknife 40","All","Combat","MGT","PER","Combat Formula","Yes","-","6.0","Queued","12 seconds","Implemented","","","Deals weapon DMG + 19. Extends your Venom and Infection effects on the target by 6 seconds.","Deals weapon DMG + 19. Extends your Venom and Infection effects on the target by 6 seconds.","PathogenStrike/VibroknifeShadow/Pathogen Strike rank 4","PathogenStrike4","PathogenStrike4: PathogenStrikeAbilityDefinition.cs name='Pathogen Strike IV' level=4 skill=Vibroknife activation=Weapon FP=- STM=6 cast=0 cooldown=12","PathogenStrike4: PASS exact Bible text TLK 5975","PathogenStrike4: PASS exact Bible text TLK 5975",""
"PASS","Scoped implemented","Vibroknife","25","Shadow","4.0","4","Debilitate III","Vibroknife 45","Vibroknife 45","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Your hostile combat abilities deal +12 DMG to targets affected by your Venom.","Your hostile combat abilities deal +12 DMG to targets affected by your Venom.","Debilitate/VibroknifeShadow/Debilitate rank 3","","-","-","-",""
"PASS","Scoped implemented","Vibroknife","26","Shadow","6.0","6","Viral Cascade","Vibroknife 50","Vibroknife 50; Quest vital_rupture_mastery","All","Capstone","MGT","PER","Combat Formula","Yes","-","15.0","2 seconds","90 seconds","Implemented","","","Deals weapon DMG + 30, deals an additional +20 DMG if the target is inflicted with your Venom and +8 DMG per stack of your Infection on the target. Consumes your Venom and Infection stacks from the target.","Deals weapon DMG + 30, deals an additional +20 DMG if the target is inflicted with your Venom and +8 DMG per stack of your Infection on the target. Consumes your Venom and Infection stacks from the target.","ViralCascade/VibroknifeShadow/Viral Cascade rank 1","ViralCascade1","ViralCascade1: ViralCascadeAbilityDefinition.cs name='Viral Cascade' level=1 skill=Vibroknife activation=Casted FP=- STM=15 cast=2 cooldown=90","ViralCascade1: PASS exact Bible text TLK 5976","ViralCascade1: PASS exact Bible text TLK 5976",""
"PASS","Scoped implemented","Vibroknife","29","Cutthroat","2.0","2","Veiled Strike I","Vibroknife 2","Vibroknife 2","All","Combat","MGT","PER","Combat Formula","Yes","-","5.0","Queued","18 seconds","Implemented","","","On your next attack, deal +6 DMG and an additional +6 DMG if the target is inflicted with Exposed.","On your next attack, deal +6 DMG and an additional +6 DMG if the target is inflicted with Exposed.","VeiledStrike/VibroknifeSaboteur/Veiled Strike rank 1","VeiledStrike1","VeiledStrike1: VeiledStrikeAbilityDefinition.cs name='Veiled Strike I' level=1 skill=Vibroknife activation=Weapon FP=- STM=5 cast=0 cooldown=18","VeiledStrike1: PASS exact Bible text TLK 5952","VeiledStrike1: PASS exact Bible text TLK 5952",""
"PASS","Scoped implemented","Vibroknife","30","Cutthroat","2.0","2","Butcher's Tempo","Vibroknife 5","Vibroknife 5","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","After using a hostile combat ability, gain +5% Attack for 18 seconds, stacking up to 15%.","After using a hostile combat ability, gain +5% Attack for 18 seconds, stacking up to 15%.","ButchersTempo/VibroknifeSaboteur/Butcher's Tempo rank 1","ButchersTempoTrait","ButchersTempoTrait: no active ability definition","ButchersTempoTrait: PASS exact Bible text TLK 5921","-",""
"PASS","Scoped implemented","Vibroknife","31","Cutthroat","2.0","2","First Strike I","Vibroknife 8","Vibroknife 8","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Entering combat grants 3 stacks of First Strike. Each stack is consumed by a successfully landed hostile combat ability to deal +8 DMG. Once all stacks are consumed, First Strike recharges once every 90 seconds.","Entering combat grants 3 stacks of First Strike. Each stack is consumed by a successfully landed hostile combat ability to deal +8 DMG. Once all stacks are consumed, First Strike recharges once every 90 seconds.","FirstStrike/VibroknifeSaboteur/First Strike rank 1","FirstStrikeTrait","FirstStrikeTrait: no active ability definition","FirstStrikeTrait: PASS exact Bible text TLK 5981","-",""
"PASS","Scoped implemented","Vibroknife","32","Cutthroat","2.0","2","Crippling Slice I","Vibroknife 10","Vibroknife 10","All","Combat","MGT","PER","Combat Formula","Yes","-","4.0","Instant","25 seconds","Implemented","","","Deals weapon DMG + 10 and inflicts Exposed for 30 seconds.","Deals weapon DMG + 10 and inflicts Exposed for 30 seconds.","CripplingSlice/VibroknifeSaboteur/Crippling Slice rank 1","CripplingSlice1","CripplingSlice1: CripplingSliceAbilityDefinition.cs name='Crippling Slice I' level=1 skill=Vibroknife activation=Casted FP=- STM=4 cast=0 cooldown=25","CripplingSlice1: PASS exact Bible text TLK 5983","CripplingSlice1: PASS exact Bible text TLK 5983",""
"PASS","Scoped implemented","Vibroknife","33","Cutthroat","2.0","2","Veiled Strike II","Vibroknife 12","Vibroknife 12","All","Combat","MGT","PER","Combat Formula","Yes","-","6.0","Queued","18 seconds","Implemented","","","On your next attack, deal +10 DMG and an additional +8 DMG if the target is inflicted with Exposed.","On your next attack, deal +10 DMG and an additional +8 DMG if the target is inflicted with Exposed.","VeiledStrike/VibroknifeSaboteur/Veiled Strike rank 2","VeiledStrike2","VeiledStrike2: VeiledStrikeAbilityDefinition.cs name='Veiled Strike II' level=2 skill=Vibroknife activation=Weapon FP=- STM=6 cast=0 cooldown=18","VeiledStrike2: PASS exact Bible text TLK 5956","VeiledStrike2: PASS exact Bible text TLK 5956",""
"PASS","Scoped implemented","Vibroknife","34","Cutthroat","4.0","4","Venatic Recovery","Vibroknife 15","Vibroknife 15","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Your first attack in combat restores 15 STM. This can trigger once every 60 seconds.","Your first attack in combat restores 15 STM. This can trigger once every 60 seconds.","VenaticRecovery/VibroknifeSaboteur/Venatic Recovery rank 1","VenaticRecoveryTrait","VenaticRecoveryTrait: no active ability definition","VenaticRecoveryTrait: PASS exact Bible text TLK 5925","-",""
"PASS","Scoped implemented","Vibroknife","35","Cutthroat","3.0","3","Backstab I","Vibroknife 18","Vibroknife 18","All","Combat","MGT","PER","Combat Formula","Yes","-","8.0","Instant","45 seconds","Implemented","","","Deals weapon DMG + 20. If you are behind your target, deal an additional +10 DMG and inflict Knockdown for 6 seconds.","Deals weapon DMG + 20. If you are behind your target, deal an additional +10 DMG and inflict Knockdown for 6 seconds.","Backstab/VibroknifeSaboteur/Backstab rank 1","Backstab1","Backstab1: BackstabAbilityDefinition.cs name='Backstab I' level=1 skill=Vibroknife activation=Casted FP=- STM=8 cast=0 cooldown=45","Backstab1: PASS exact Bible text TLK 5966","Backstab1: PASS exact Bible text TLK 5966",""
"PASS","Scoped implemented","Vibroknife","36","Cutthroat","4.0","4","Shadowflow Stance","Vibroknife 20","Vibroknife 20","All","Stance","None","None","None","Yes","-","-","2 seconds","30 seconds","Implemented","","","While active, your Vibroknife auto-attacks inflict Hamstring for 18 seconds, but your Defense is reduced by 20%.","While active, your Vibroknife auto-attacks inflict Hamstring for 18 seconds, but your Defense is reduced by 20%.","ShadowflowStance/VibroknifeSaboteur/Shadowflow Stance rank 1","ShadowflowStance1","ShadowflowStance1: ShadowflowStanceAbilityDefinition.cs name='Shadowflow Stance' level=1 skill=Vibroknife activation=Casted FP=- STM=- cast=2 cooldown=30","ShadowflowStance1: PASS exact Bible text TLK 5967","ShadowflowStance1: PASS exact Bible text TLK 5967",""
